roc_auc,pr_auc,accuracy,balanced_accuracy,precision,recall,f1,threshold,tn,fp,fn,tp,model
0.7308266059190411,0.13669478934711776,0.7929040433129824,0.6621504500172675,0.11939969101743544,0.517455762792922,0.19402851250784542,0.53,33334,7980,1009,1082,logreg
0.9386556450815483,0.6278668733592494,0.942126483124064,0.8397446141964815,0.4391442613472102,0.7264466762314682,0.5473873873873873,0.12,39374,1940,572,1519,rf
0.9326058398167312,0.6665878243981974,0.9555350766040779,0.8109194500588708,0.5314330339711051,0.6508847441415591,0.5851246775580395,0.13,40114,1200,730,1361,gb
